Entity,Code,Year,Median age - Sex: all - Age: all - Variant: estimates,Median age - Sex: all - Age: all - Variant: medium
Nauru,NRU,2088,,32.697
Nauru,NRU,2089,,32.854
Nauru,NRU,2090,,33.016
Nauru,NRU,2091,,33.166
Nauru,NRU,2092,,33.312
Nauru,NRU,2093,,33.459
Nauru,NRU,2094,,33.599
Nauru,NRU,2095,,33.75
Nauru,NRU,2096,,33.882
Nauru,NRU,2097,,34.019
Nauru,NRU,2098,,34.162
Nauru,NRU,2099,,34.301
Nauru,NRU,2100,,34.442
Nepal,NPL,1950,18.57,
Nepal,NPL,1951,18.59,
Nepal,NPL,1952,18.598,
Nepal,NPL,1953,18.592,
Nepal,NPL,1954,18.577,
Nepal,NPL,1955,18.56,
Nepal,NPL,1956,18.539,
Nepal,NPL,1957,18.512,
Nepal,NPL,1958,18.47,
Nepal,NPL,1959,18.442,
Nepal,NPL,1960,18.458,
Nepal,NPL,1961,18.492,
Nepal,NPL,1962,18.53,
Nepal,NPL,1963,18.564,
Nepal,NPL,1964,18.586,
Nepal,NPL,1965,18.598,
Nepal,NPL,1966,18.612,
Nepal,NPL,1967,18.644,
Nepal,NPL,1968,18.687,
Nepal,NPL,1969,18.716,
Nepal,NPL,1970,18.727,
Nepal,NPL,1971,18.729,
Nepal,NPL,1972,18.726,
Nepal,NPL,1973,18.728,
Nepal,NPL,1974,18.724,
Nepal,NPL,1975,18.704,
Nepal,NPL,1976,18.67,
Nepal,NPL,1977,18.634,
Nepal,NPL,1978,18.603,
Nepal,NPL,1979,18.568,
Nepal,NPL,1980,18.541,
Nepal,NPL,1981,18.518,
Nepal,NPL,1982,18.489,
Nepal,NPL,1983,18.461,
Nepal,NPL,1984,18.425,
Nepal,NPL,1985,18.376,
Nepal,NPL,1986,18.32,
Nepal,NPL,1987,18.251,
Nepal,NPL,1988,18.179,
Nepal,NPL,1989,18.127,
Nepal,NPL,1990,18.11,
Nepal,NPL,1991,18.122,
Nepal,NPL,1992,18.165,
Nepal,NPL,1993,18.184,
Nepal,NPL,1994,18.168,
Nepal,NPL,1995,18.143,
Nepal,NPL,1996,18.115,
Nepal,NPL,1997,18.12,
Nepal,NPL,1998,18.152,
Nepal,NPL,1999,18.197,
Nepal,NPL,2000,18.251,
Nepal,NPL,2001,18.325,
Nepal,NPL,2002,18.453,
Nepal,NPL,2003,18.628,
Nepal,NPL,2004,18.819,
Nepal,NPL,2005,19.023,
Nepal,NPL,2006,19.242,
Nepal,NPL,2007,19.469,
Nepal,NPL,2008,19.707,
Nepal,NPL,2009,19.958,
Nepal,NPL,2010,20.223,
Nepal,NPL,2011,20.44,
Nepal,NPL,2012,20.605,
Nepal,NPL,2013,20.779,
Nepal,NPL,2014,20.983,
Nepal,NPL,2015,21.238,
Nepal,NPL,2016,21.515,
Nepal,NPL,2017,21.794,
Nepal,NPL,2018,22.104,
Nepal,NPL,2019,22.663,
Nepal,NPL,2020,23.451,
Nepal,NPL,2021,24.023,
Nepal,NPL,2022,24.356,
Nepal,NPL,2023,24.679,
Nepal,NPL,2024,,25.008
Nepal,NPL,2025,,25.347
Nepal,NPL,2026,,25.696
Nepal,NPL,2027,,26.051
Nepal,NPL,2028,,26.409
Nepal,NPL,2029,,26.769
Nepal,NPL,2030,,27.135
Nepal,NPL,2031,,27.51
Nepal,NPL,2032,,27.891
Nepal,NPL,2033,,28.279
Nepal,NPL,2034,,28.672
Nepal,NPL,2035,,29.069
Nepal,NPL,2036,,29.467
Nepal,NPL,2037,,29.865
Nepal,NPL,2038,,30.265
Nepal,NPL,2039,,30.666
Nepal,NPL,2040,,31.069
Nepal,NPL,2041,,31.469
Nepal,NPL,2042,,31.869
Nepal,NPL,2043,,32.269
Nepal,NPL,2044,,32.666
Nepal,NPL,2045,,33.061
Nepal,NPL,2046,,33.453
Nepal,NPL,2047,,33.844
Nepal,NPL,2048,,34.236
Nepal,NPL,2049,,34.625
Nepal,NPL,2050,,35.011
Nepal,NPL,2051,,35.395
Nepal,NPL,2052,,35.777
Nepal,NPL,2053,,36.154
Nepal,NPL,2054,,36.525
Nepal,NPL,2055,,36.89
Nepal,NPL,2056,,37.246
Nepal,NPL,2057,,37.594
Nepal,NPL,2058,,37.937
Nepal,NPL,2059,,38.279
Nepal,NPL,2060,,38.622
Nepal,NPL,2061,,38.965
Nepal,NPL,2062,,39.306
Nepal,NPL,2063,,39.644
Nepal,NPL,2064,,39.975
Nepal,NPL,2065,,40.296
Nepal,NPL,2066,,40.61
Nepal,NPL,2067,,40.916
Nepal,NPL,2068,,41.218
Nepal,NPL,2069,,41.516
Nepal,NPL,2070,,41.81
Nepal,NPL,2071,,42.102
Nepal,NPL,2072,,42.386
Nepal,NPL,2073,,42.663
Nepal,NPL,2074,,42.934
Nepal,NPL,2075,,43.196
Nepal,NPL,2076,,43.449
Nepal,NPL,2077,,43.694
Nepal,NPL,2078,,43.931
Nepal,NPL,2079,,44.16
Nepal,NPL,2080,,44.38
Nepal,NPL,2081,,44.589
Nepal,NPL,2082,,44.79
Nepal,NPL,2083,,44.984
Nepal,NPL,2084,,45.17
Nepal,NPL,2085,,45.35
Nepal,NPL,2086,,45.522
Nepal,NPL,2087,,45.686
Nepal,NPL,2088,,45.844
Nepal,NPL,2089,,45.999
Nepal,NPL,2090,,46.148
Nepal,NPL,2091,,46.293
Nepal,NPL,2092,,46.434
Nepal,NPL,2093,,46.57
Nepal,NPL,2094,,46.702
Nepal,NPL,2095,,46.83
Nepal,NPL,2096,,46.953
Nepal,NPL,2097,,47.075
Nepal,NPL,2098,,47.195
Nepal,NPL,2099,,47.312
Nepal,NPL,2100,,47.427
Netherlands,NLD,1950,27.027,
Netherlands,NLD,1951,27.159,
Netherlands,NLD,1952,27.306,
Netherlands,NLD,1953,27.429,
Netherlands,NLD,1954,27.52,
Netherlands,NLD,1955,27.586,
Netherlands,NLD,1956,27.63,
Netherlands,NLD,1957,27.671,
Netherlands,NLD,1958,27.702,
Netherlands,NLD,1959,27.729,
Netherlands,NLD,1960,27.766,
Netherlands,NLD,1961,27.769,
Netherlands,NLD,1962,27.717,
Netherlands,NLD,1963,27.64,
Netherlands,NLD,1964,27.569,
Netherlands,NLD,1965,27.513,
Netherlands,NLD,1966,27.485,
Netherlands,NLD,1967,27.492,
Netherlands,NLD,1968,27.521,
Netherlands,NLD,1969,27.536,
Netherlands,NLD,1970,27.535,
Netherlands,NLD,1971,27.579,
Netherlands,NLD,1972,27.701,
Netherlands,NLD,1973,27.894,
Netherlands,NLD,1974,28.106,
Netherlands,NLD,1975,28.401,
Netherlands,NLD,1976,28.767,
Netherlands,NLD,1977,29.206,
Netherlands,NLD,1978,29.621,
Netherlands,NLD,1979,29.997,
Netherlands,NLD,1980,30.326,
Netherlands,NLD,1981,30.648,
Netherlands,NLD,1982,30.976,
Netherlands,NLD,1983,31.287,
Netherlands,NLD,1984,31.599,
Netherlands,NLD,1985,31.909,
Netherlands,NLD,1986,32.207,
Netherlands,NLD,1987,32.489,
Netherlands,NLD,1988,32.764,
Netherlands,NLD,1989,33.039,
Netherlands,NLD,1990,33.295,
Netherlands,NLD,1991,33.543,
Netherlands,NLD,1992,33.805,
Netherlands,NLD,1993,34.073,
Netherlands,NLD,1994,34.369,
Netherlands,NLD,1995,34.695,
Netherlands,NLD,1996,35.02,
Netherlands,NLD,1997,35.34,
Netherlands,NLD,1998,35.645,
Netherlands,NLD,1999,35.939,
Netherlands,NLD,2000,36.23,
Netherlands,NLD,2001,36.522,
Netherlands,NLD,2002,36.83,
Netherlands,NLD,2003,37.163,
Netherlands,NLD,2004,37.521,
Netherlands,NLD,2005,37.901,
Netherlands,NLD,2006,38.29,
Netherlands,NLD,2007,38.668,
Netherlands,NLD,2008,39.009,
Netherlands,NLD,2009,39.338,
Netherlands,NLD,2010,39.672,
Netherlands,NLD,2011,40.015,
Netherlands,NLD,2012,40.358,
Netherlands,NLD,2013,40.694,
Netherlands,NLD,2014,40.99,
Netherlands,NLD,2015,41.212,
Netherlands,NLD,2016,41.343,
Netherlands,NLD,2017,41.413,
Netherlands,NLD,2018,41.465,
Netherlands,NLD,2019,41.489,
Netherlands,NLD,2020,41.527,
Netherlands,NLD,2021,41.552,
Netherlands,NLD,2022,41.463,
Netherlands,NLD,2023,41.396,
Netherlands,NLD,2024,,41.419
Netherlands,NLD,2025,,41.456
Netherlands,NLD,2026,,41.516
Netherlands,NLD,2027,,41.604
Netherlands,NLD,2028,,41.713
Netherlands,NLD,2029,,41.839
Netherlands,NLD,2030,,41.98
Netherlands,NLD,2031,,42.127
Netherlands,NLD,2032,,42.282
Netherlands,NLD,2033,,42.452
Netherlands,NLD,2034,,42.637
Netherlands,NLD,2035,,42.831
Netherlands,NLD,2036,,43.019
Netherlands,NLD,2037,,43.202
Netherlands,NLD,2038,,43.384
Netherlands,NLD,2039,,43.561
Netherlands,NLD,2040,,43.73
Netherlands,NLD,2041,,43.893
Netherlands,NLD,2042,,44.06
Netherlands,NLD,2043,,44.237
Netherlands,NLD,2044,,44.425
Netherlands,NLD,2045,,44.624
Netherlands,NLD,2046,,44.821
Netherlands,NLD,2047,,45.008
Netherlands,NLD,2048,,45.177
Netherlands,NLD,2049,,45.339
Netherlands,NLD,2050,,45.493
Netherlands,NLD,2051,,45.636
Netherlands,NLD,2052,,45.761
Netherlands,NLD,2053,,45.871
Netherlands,NLD,2054,,45.967
Netherlands,NLD,2055,,46.056
Netherlands,NLD,2056,,46.147
Netherlands,NLD,2057,,46.235
Netherlands,NLD,2058,,46.31
Netherlands,NLD,2059,,46.369
Netherlands,NLD,2060,,46.412
Netherlands,NLD,2061,,46.452
Netherlands,NLD,2062,,46.497
Netherlands,NLD,2063,,46.544
Netherlands,NLD,2064,,46.594
Netherlands,NLD,2065,,46.648
Netherlands,NLD,2066,,46.703
Netherlands,NLD,2067,,46.761
Netherlands,NLD,2068,,46.829
Netherlands,NLD,2069,,46.928
Netherlands,NLD,2070,,47.034
Netherlands,NLD,2071,,47.111
Netherlands,NLD,2072,,47.18
Netherlands,NLD,2073,,47.258
Netherlands,NLD,2074,,47.339
Netherlands,NLD,2075,,47.421
Netherlands,NLD,2076,,47.507
Netherlands,NLD,2077,,47.597
Netherlands,NLD,2078,,47.684
Netherlands,NLD,2079,,47.768
Netherlands,NLD,2080,,47.848
Netherlands,NLD,2081,,47.924
Netherlands,NLD,2082,,47.996
Netherlands,NLD,2083,,48.064
Netherlands,NLD,2084,,48.123
Netherlands,NLD,2085,,48.173
Netherlands,NLD,2086,,48.217
Netherlands,NLD,2087,,48.252
Netherlands,NLD,2088,,48.28
Netherlands,NLD,2089,,48.304
Netherlands,NLD,2090,,48.325
Netherlands,NLD,2091,,48.339
Netherlands,NLD,2092,,48.346
Netherlands,NLD,2093,,48.351
Netherlands,NLD,2094,,48.353
Netherlands,NLD,2095,,48.352
Netherlands,NLD,2096,,48.349
Netherlands,NLD,2097,,48.345
Netherlands,NLD,2098,,48.345
Netherlands,NLD,2099,,48.35
Netherlands,NLD,2100,,48.364
New Caledonia,NCL,1950,21.721,
New Caledonia,NCL,1951,21.57,
New Caledonia,NCL,1952,21.423,
New Caledonia,NCL,1953,21.277,
New Caledonia,NCL,1954,21.13,
New Caledonia,NCL,1955,20.977,
New Caledonia,NCL,1956,20.828,
New Caledonia,NCL,1957,20.705,
New Caledonia,NCL,1958,20.596,
New Caledonia,NCL,1959,20.487,
New Caledonia,NCL,1960,20.385,
New Caledonia,NCL,1961,20.289,
New Caledonia,NCL,1962,20.198,
New Caledonia,NCL,1963,20.095,
New Caledonia,NCL,1964,19.952,
New Caledonia,NCL,1965,19.801,
New Caledonia,NCL,1966,19.679,
New Caledonia,NCL,1967,19.594,
New Caledonia,NCL,1968,19.539,
New Caledonia,NCL,1969,19.493,
New Caledonia,NCL,1970,19.416,
New Caledonia,NCL,1971,19.308,
New Caledonia,NCL,1972,19.189,
New Caledonia,NCL,1973,19.064,
New Caledonia,NCL,1974,18.952,
New Caledonia,NCL,1975,18.885,
New Caledonia,NCL,1976,18.916,
New Caledonia,NCL,1977,19.039,
New Caledonia,NCL,1978,19.194,
New Caledonia,NCL,1979,19.352,
New Caledonia,NCL,1980,19.514,
New Caledonia,NCL,1981,19.678,
New Caledonia,NCL,1982,19.847,
New Caledonia,NCL,1983,20.044,
New Caledonia,NCL,1984,20.323,
New Caledonia,NCL,1985,20.674,
New Caledonia,NCL,1986,21.042,
New Caledonia,NCL,1987,21.411,
New Caledonia,NCL,1988,21.777,
New Caledonia,NCL,1989,21.876,
New Caledonia,NCL,1990,21.977,
New Caledonia,NCL,1991,22.324,
New Caledonia,NCL,1992,22.676,
New Caledonia,NCL,1993,23.045,
New Caledonia,NCL,1994,23.43,
New Caledonia,NCL,1995,23.826,
New Caledonia,NCL,1996,24.211,
New Caledonia,NCL,1997,24.555,
New Caledonia,NCL,1998,24.878,
New Caledonia,NCL,1999,25.203,
New Caledonia,NCL,2000,25.516,
New Caledonia,NCL,2001,25.823,
New Caledonia,NCL,2002,26.134,
New Caledonia,NCL,2003,26.448,
New Caledonia,NCL,2004,26.762,
New Caledonia,NCL,2005,27.053,
New Caledonia,NCL,2006,27.434,
New Caledonia,NCL,2007,27.927,
New Caledonia,NCL,2008,28.432,
New Caledonia,NCL,2009,28.891,
New Caledonia,NCL,2010,29.218,
New Caledonia,NCL,2011,29.466,
New Caledonia,NCL,2012,29.722,
New Caledonia,NCL,2013,29.998,
New Caledonia,NCL,2014,30.316,
New Caledonia,NCL,2015,30.705,
New Caledonia,NCL,2016,31.139,
New Caledonia,NCL,2017,31.578,
New Caledonia,NCL,2018,32.023,
New Caledonia,NCL,2019,32.476,
New Caledonia,NCL,2020,32.881,
New Caledonia,NCL,2021,33.251,
New Caledonia,NCL,2022,33.589,
New Caledonia,NCL,2023,33.891,
New Caledonia,NCL,2024,,34.202
New Caledonia,NCL,2025,,34.52
New Caledonia,NCL,2026,,34.844
New Caledonia,NCL,2027,,35.163
New Caledonia,NCL,2028,,35.468
New Caledonia,NCL,2029,,35.761
New Caledonia,NCL,2030,,36.043
New Caledonia,NCL,2031,,36.304
New Caledonia,NCL,2032,,36.537
New Caledonia,NCL,2033,,36.747
New Caledonia,NCL,2034,,36.945
New Caledonia,NCL,2035,,37.138
New Caledonia,NCL,2036,,37.328
New Caledonia,NCL,2037,,37.524
New Caledonia,NCL,2038,,37.741
New Caledonia,NCL,2039,,37.989
New Caledonia,NCL,2040,,38.261
New Caledonia,NCL,2041,,38.528
New Caledonia,NCL,2042,,38.777
New Caledonia,NCL,2043,,39.015
New Caledonia,NCL,2044,,39.255
New Caledonia,NCL,2045,,39.488
New Caledonia,NCL,2046,,39.716
New Caledonia,NCL,2047,,39.948
New Caledonia,NCL,2048,,40.183
New Caledonia,NCL,2049,,40.401
New Caledonia,NCL,2050,,40.604
New Caledonia,NCL,2051,,40.802
New Caledonia,NCL,2052,,40.994
New Caledonia,NCL,2053,,41.173
New Caledonia,NCL,2054,,41.352
New Caledonia,NCL,2055,,41.533
New Caledonia,NCL,2056,,41.71
New Caledonia,NCL,2057,,41.88
New Caledonia,NCL,2058,,42.025
New Caledonia,NCL,2059,,42.165
New Caledonia,NCL,2060,,42.313
New Caledonia,NCL,2061,,42.459
New Caledonia,NCL,2062,,42.607
New Caledonia,NCL,2063,,42.76
New Caledonia,NCL,2064,,42.914
New Caledonia,NCL,2065,,43.064
New Caledonia,NCL,2066,,43.217
New Caledonia,NCL,2067,,43.372
New Caledonia,NCL,2068,,43.526
New Caledonia,NCL,2069,,43.676
New Caledonia,NCL,2070,,43.818
New Caledonia,NCL,2071,,43.952
New Caledonia,NCL,2072,,44.08
New Caledonia,NCL,2073,,44.199
New Caledonia,NCL,2074,,44.31
New Caledonia,NCL,2075,,44.421
New Caledonia,NCL,2076,,44.533
New Caledonia,NCL,2077,,44.641
New Caledonia,NCL,2078,,44.756
New Caledonia,NCL,2079,,44.875
New Caledonia,NCL,2080,,44.987
New Caledonia,NCL,2081,,45.095
New Caledonia,NCL,2082,,45.208
New Caledonia,NCL,2083,,45.319
New Caledonia,NCL,2084,,45.437
New Caledonia,NCL,2085,,45.561
New Caledonia,NCL,2086,,45.685
New Caledonia,NCL,2087,,45.811
New Caledonia,NCL,2088,,45.938
New Caledonia,NCL,2089,,46.063
New Caledonia,NCL,2090,,46.184
New Caledonia,NCL,2091,,46.305
New Caledonia,NCL,2092,,46.422
New Caledonia,NCL,2093,,46.535
New Caledonia,NCL,2094,,46.646
New Caledonia,NCL,2095,,46.756
New Caledonia,NCL,2096,,46.863
New Caledonia,NCL,2097,,46.969
New Caledonia,NCL,2098,,47.072
New Caledonia,NCL,2099,,47.164
New Caledonia,NCL,2100,,47.255
New Zealand,NZL,1950,28.429,
New Zealand,NZL,1951,28.313,
New Zealand,NZL,1952,28.177,
New Zealand,NZL,1953,28.038,
New Zealand,NZL,1954,27.896,
New Zealand,NZL,1955,27.746,
New Zealand,NZL,1956,27.58,
New Zealand,NZL,1957,27.38,
New Zealand,NZL,1958,27.133,
New Zealand,NZL,1959,26.844,
New Zealand,NZL,1960,26.508,
New Zealand,NZL,1961,26.124,
New Zealand,NZL,1962,25.734,
New Zealand,NZL,1963,25.379,
New Zealand,NZL,1964,25.083,
New Zealand,NZL,1965,24.883,
New Zealand,NZL,1966,24.789,
New Zealand,NZL,1967,24.756,
New Zealand,NZL,1968,24.714,
New Zealand,NZL,1969,24.648,
New Zealand,NZL,1970,24.614,
New Zealand,NZL,1971,24.655,
New Zealand,NZL,1972,24.762,
New Zealand,NZL,1973,24.917,
New Zealand,NZL,1974,25.106,
New Zealand,NZL,1975,25.309,
New Zealand,NZL,1976,25.535,
New Zealand,NZL,1977,25.819,
New Zealand,NZL,1978,26.158,
New Zealand,NZL,1979,26.507,
New Zealand,NZL,1980,26.851,
New Zealand,NZL,1981,27.194,
New Zealand,NZL,1982,27.504,
New Zealand,NZL,1983,27.775,
New Zealand,NZL,1984,28.063,
New Zealand,NZL,1985,28.413,
New Zealand,NZL,1986,28.787,
New Zealand,NZL,1987,29.111,
New Zealand,NZL,1988,29.419,
New Zealand,NZL,1989,29.756,
New Zealand,NZL,1990,30.056,
New Zealand,NZL,1991,30.35,
New Zealand,NZL,1992,30.672,
New Zealand,NZL,1993,30.987,
New Zealand,NZL,1994,31.303,
New Zealand,NZL,1995,31.608,
New Zealand,NZL,1996,31.91,
New Zealand,NZL,1997,32.235,
New Zealand,NZL,1998,32.601,
New Zealand,NZL,1999,32.979,
New Zealand,NZL,2000,33.336,
New Zealand,NZL,2001,33.632,
New Zealand,NZL,2002,33.834,
New Zealand,NZL,2003,34.009,
New Zealand,NZL,2004,34.242,
New Zealand,NZL,2005,34.533,
New Zealand,NZL,2006,34.839,
New Zealand,NZL,2007,35.143,
New Zealand,NZL,2008,35.427,
New Zealand,NZL,2009,35.668,
New Zealand,NZL,2010,35.884,
New Zealand,NZL,2011,36.115,
New Zealand,NZL,2012,36.353,
New Zealand,NZL,2013,36.513,
New Zealand,NZL,2014,36.513,
New Zealand,NZL,2015,36.387,
New Zealand,NZL,2016,36.252,
New Zealand,NZL,2017,36.181,
New Zealand,NZL,2018,36.199,
New Zealand,NZL,2019,36.287,
New Zealand,NZL,2020,36.46,
New Zealand,NZL,2021,36.773,
New Zealand,NZL,2022,37.068,
New Zealand,NZL,2023,37.28,
New Zealand,NZL,2024,,37.503
New Zealand,NZL,2025,,37.735
New Zealand,NZL,2026,,37.988
New Zealand,NZL,2027,,38.262
New Zealand,NZL,2028,,38.553
New Zealand,NZL,2029,,38.858
New Zealand,NZL,2030,,39.175
New Zealand,NZL,2031,,39.497
New Zealand,NZL,2032,,39.815
New Zealand,NZL,2033,,40.122
New Zealand,NZL,2034,,40.409
New Zealand,NZL,2035,,40.672
New Zealand,NZL,2036,,40.907
New Zealand,NZL,2037,,41.118
New Zealand,NZL,2038,,41.304
New Zealand,NZL,2039,,41.463
New Zealand,NZL,2040,,41.599
New Zealand,NZL,2041,,41.71
New Zealand,NZL,2042,,41.808
New Zealand,NZL,2043,,41.911
New Zealand,NZL,2044,,42.012
New Zealand,NZL,2045,,42.104
New Zealand,NZL,2046,,42.199
New Zealand,NZL,2047,,42.305
New Zealand,NZL,2048,,42.417
New Zealand,NZL,2049,,42.544
New Zealand,NZL,2050,,42.685
New Zealand,NZL,2051,,42.837
New Zealand,NZL,2052,,43.005
New Zealand,NZL,2053,,43.177
New Zealand,NZL,2054,,43.346
New Zealand,NZL,2055,,43.514
New Zealand,NZL,2056,,43.681
New Zealand,NZL,2057,,43.848
New Zealand,NZL,2058,,44.007
New Zealand,NZL,2059,,44.158
New Zealand,NZL,2060,,44.306
New Zealand,NZL,2061,,44.459
New Zealand,NZL,2062,,44.605
New Zealand,NZL,2063,,44.741
New Zealand,NZL,2064,,44.869
New Zealand,NZL,2065,,44.983
New Zealand,NZL,2066,,45.097
New Zealand,NZL,2067,,45.212
New Zealand,NZL,2068,,45.328
New Zealand,NZL,2069,,45.45
New Zealand,NZL,2070,,45.577
New Zealand,NZL,2071,,45.703
New Zealand,NZL,2072,,45.811
New Zealand,NZL,2073,,45.905
New Zealand,NZL,2074,,45.993
New Zealand,NZL,2075,,46.072
New Zealand,NZL,2076,,46.141
New Zealand,NZL,2077,,46.194
New Zealand,NZL,2078,,46.239
New Zealand,NZL,2079,,46.282
New Zealand,NZL,2080,,46.321
New Zealand,NZL,2081,,46.353
New Zealand,NZL,2082,,46.384
New Zealand,NZL,2083,,46.422
New Zealand,NZL,2084,,46.463
New Zealand,NZL,2085,,46.505
New Zealand,NZL,2086,,46.549
New Zealand,NZL,2087,,46.599
New Zealand,NZL,2088,,46.65
New Zealand,NZL,2089,,46.708
New Zealand,NZL,2090,,46.773
New Zealand,NZL,2091,,46.84
New Zealand,NZL,2092,,46.908
New Zealand,NZL,2093,,46.981
New Zealand,NZL,2094,,47.057
New Zealand,NZL,2095,,47.13
New Zealand,NZL,2096,,47.204
New Zealand,NZL,2097,,47.276
New Zealand,NZL,2098,,47.346
New Zealand,NZL,2099,,47.414
New Zealand,NZL,2100,,47.476
Nicaragua,NIC,1950,16.469,
Nicaragua,NIC,1951,16.323,
Nicaragua,NIC,1952,16.183,
Nicaragua,NIC,1953,16.047,
Nicaragua,NIC,1954,15.913,
Nicaragua,NIC,1955,15.78,
Nicaragua,NIC,1956,15.651,
Nicaragua,NIC,1957,15.523,
Nicaragua,NIC,1958,15.394,
Nicaragua,NIC,1959,15.268,
Nicaragua,NIC,1960,15.148,
Nicaragua,NIC,1961,15.035,
Nicaragua,NIC,1962,14.926,
Nicaragua,NIC,1963,14.834,
Nicaragua,NIC,1964,14.79,
Nicaragua,NIC,1965,14.808,
Nicaragua,NIC,1966,14.86,
Nicaragua,NIC,1967,14.912,
Nicaragua,NIC,1968,14.96,
Nicaragua,NIC,1969,15,
Nicaragua,NIC,1970,15.034,
Nicaragua,NIC,1971,15.061,
Nicaragua,NIC,1972,15.087,
Nicaragua,NIC,1973,15.109,
Nicaragua,NIC,1974,15.127,
Nicaragua,NIC,1975,15.144,
Nicaragua,NIC,1976,15.16,
Nicaragua,NIC,1977,15.17,
Nicaragua,NIC,1978,15.168,
Nicaragua,NIC,1979,15.14,
Nicaragua,NIC,1980,15.124,
Nicaragua,NIC,1981,15.137,
Nicaragua,NIC,1982,15.151,
Nicaragua,NIC,1983,15.163,
Nicaragua,NIC,1984,15.172,
Nicaragua,NIC,1985,15.187,
Nicaragua,NIC,1986,15.218,
Nicaragua,NIC,1987,15.266,
Nicaragua,NIC,1988,15.337,
Nicaragua,NIC,1989,15.443,
Nicaragua,NIC,1990,15.574,
Nicaragua,NIC,1991,15.724,
Nicaragua,NIC,1992,15.892,
Nicaragua,NIC,1993,16.078,
Nicaragua,NIC,1994,16.281,
Nicaragua,NIC,1995,16.498,
Nicaragua,NIC,1996,16.756,
Nicaragua,NIC,1997,17.056,
Nicaragua,NIC,1998,17.369,
Nicaragua,NIC,1999,17.691,
Nicaragua,NIC,2000,18.016,
Nicaragua,NIC,2001,18.351,
Nicaragua,NIC,2002,18.699,
Nicaragua,NIC,2003,19.055,
Nicaragua,NIC,2004,19.413,
Nicaragua,NIC,2005,19.768,
Nicaragua,NIC,2006,20.074,
Nicaragua,NIC,2007,20.338,
Nicaragua,NIC,2008,20.607,
Nicaragua,NIC,2009,20.881,
Nicaragua,NIC,2010,21.161,
Nicaragua,NIC,2011,21.449,
Nicaragua,NIC,2012,21.744,
Nicaragua,NIC,2013,22.045,
Nicaragua,NIC,2014,22.354,
Nicaragua,NIC,2015,22.669,
Nicaragua,NIC,2016,22.99,
Nicaragua,NIC,2017,23.315,
Nicaragua,NIC,2018,23.646,
Nicaragua,NIC,2019,23.98,
Nicaragua,NIC,2020,24.292,
Nicaragua,NIC,2021,24.587,
Nicaragua,NIC,2022,24.912,
Nicaragua,NIC,2023,25.267,
Nicaragua,NIC,2024,,25.621
Nicaragua,NIC,2025,,25.973
Nicaragua,NIC,2026,,26.325
Nicaragua,NIC,2027,,26.677
Nicaragua,NIC,2028,,27.031
Nicaragua,NIC,2029,,27.383
Nicaragua,NIC,2030,,27.732
Nicaragua,NIC,2031,,28.077
Nicaragua,NIC,2032,,28.421
Nicaragua,NIC,2033,,28.767
Nicaragua,NIC,2034,,29.117
Nicaragua,NIC,2035,,29.472
Nicaragua,NIC,2036,,29.831
Nicaragua,NIC,2037,,30.193
Nicaragua,NIC,2038,,30.555
Nicaragua,NIC,2039,,30.919
Nicaragua,NIC,2040,,31.284
Nicaragua,NIC,2041,,31.65
Nicaragua,NIC,2042,,32.016
Nicaragua,NIC,2043,,32.383
Nicaragua,NIC,2044,,32.75
Nicaragua,NIC,2045,,33.115
Nicaragua,NIC,2046,,33.479
Nicaragua,NIC,2047,,33.841
Nicaragua,NIC,2048,,34.2
Nicaragua,NIC,2049,,34.557
Nicaragua,NIC,2050,,34.912
Nicaragua,NIC,2051,,35.263
Nicaragua,NIC,2052,,35.612
Nicaragua,NIC,2053,,35.959
Nicaragua,NIC,2054,,36.302
Nicaragua,NIC,2055,,36.64
Nicaragua,NIC,2056,,36.973
Nicaragua,NIC,2057,,37.3
Nicaragua,NIC,2058,,37.621
Nicaragua,NIC,2059,,37.937
Nicaragua,NIC,2060,,38.248
Nicaragua,NIC,2061,,38.554
Nicaragua,NIC,2062,,38.854
Nicaragua,NIC,2063,,39.149
Nicaragua,NIC,2064,,39.442
Nicaragua,NIC,2065,,39.731
Nicaragua,NIC,2066,,40.015
Nicaragua,NIC,2067,,40.294
Nicaragua,NIC,2068,,40.568
Nicaragua,NIC,2069,,40.837
Nicaragua,NIC,2070,,41.102
Nicaragua,NIC,2071,,41.36
Nicaragua,NIC,2072,,41.611
Nicaragua,NIC,2073,,41.858
Nicaragua,NIC,2074,,42.099
Nicaragua,NIC,2075,,42.334
Nicaragua,NIC,2076,,42.564
Nicaragua,NIC,2077,,42.789
Nicaragua,NIC,2078,,43.01
Nicaragua,NIC,2079,,43.227
Nicaragua,NIC,2080,,43.441
Nicaragua,NIC,2081,,43.65
Nicaragua,NIC,2082,,43.855
Nicaragua,NIC,2083,,44.055
Nicaragua,NIC,2084,,44.252
Nicaragua,NIC,2085,,44.445
Nicaragua,NIC,2086,,44.634
Nicaragua,NIC,2087,,44.82
Nicaragua,NIC,2088,,45
Nicaragua,NIC,2089,,45.179
Nicaragua,NIC,2090,,45.355
Nicaragua,NIC,2091,,45.527
Nicaragua,NIC,2092,,45.696
Nicaragua,NIC,2093,,45.862
Nicaragua,NIC,2094,,46.025
Nicaragua,NIC,2095,,46.182
Nicaragua,NIC,2096,,46.336
Nicaragua,NIC,2097,,46.488
Nicaragua,NIC,2098,,46.636
Nicaragua,NIC,2099,,46.781
